Loan_ID,Industry_Type,Revenue (in $M),Debt-to-Equity Ratio,Credit_Score,Green_Energy_Investment (in $M),Energy_Efficiency_Score,Environmental_Certification,Loan_Amount (in $M),ROI (%),Project_Completion_Time (in months),Operational_Costs (in $M),Risk_Level,Energy_Capacity (MW),Approval_Status,Project_Impact,Risk_Assessment,Governance_Structure
LOAN-0959,Construction,112.74,2.52,752,37.68,100,Yes,80.02,14.34,8,27.94,Low,376.04,Rejected,High,Severe,Community-driven
LOAN-0960,Healthcare,272.14,1.85,465,140.28,37,No,74.3,10.42,26,10.71,High,63.23,Rejected,Low,Severe,Community-driven
LOAN-0961,Renewable Energy,236.81,2.47,528,75.1,26,No,25.56,12.27,13,20.8,High,244.03,Rejected,Low,Severe,Centralized
LOAN-0962,Agriculture,302.55,0.49,531,19.47,54,Yes,68.98,-1.33,6,33.69,High,414.16,Rejected,Low,Severe,Community-driven
LOAN-0963,Renewable Energy,471.01,1.55,388,15.86,43,Yes,10.99,24.06,7,45.1,Medium,347.03,Rejected,Low,Moderate,Centralized
LOAN-0964,Healthcare,403.85,1.75,643,1.12,35,Yes,86.89,20.33,15,48.46,Low,56.03,Rejected,Low,Severe,Community-driven
LOAN-0965,Technology,396.52,1.02,682,3.32,77,Yes,49.82,-2.16,11,2.12,Low,133.0,Rejected,Low,Severe,Centralized
LOAN-0966,Technology,119.07,1.95,346,3.99,44,No,86.87,-3.2,12,14.57,High,395.3,Rejected,Low,Severe,Centralized
LOAN-0967,Renewable Energy,196.6,0.44,669,50.73,24,Yes,40.79,24.48,14,2.62,High,368.39,Rejected,Low,Severe,Community-driven
LOAN-0968,Healthcare,344.74,1.97,819,121.76,30,Yes,17.72,8.38,24,27.35,High,107.93,Rejected,Low,Severe,Community-driven
LOAN-0969,Healthcare,57.72,0.24,355,21.05,62,Yes,14.64,6.6,26,3.01,Medium,156.46,Rejected,Medium,Moderate,Centralized
LOAN-0970,Agriculture,491.16,1.85,513,170.93,16,No,52.56,4.78,33,12.32,Low,115.22,Rejected,Low,Severe,Centralized
LOAN-0971,Technology,18.24,1.7,430,106.07,34,No,81.45,4.7,35,3.82,Medium,401.82,Rejected,Low,Moderate,Community-driven
LOAN-0972,Healthcare,98.64,0.72,554,53.53,20,Yes,69.84,20.46,20,41.64,Medium,44.54,Rejected,Low,Moderate,Community-driven
LOAN-0973,Renewable Energy,209.4,2.59,350,99.15,33,Yes,80.98,19.12,15,49.33,High,72.41,Rejected,Low,Severe,Community-driven
LOAN-0974,Construction,206.77,0.22,583,51.59,53,Yes,79.27,23.64,9,24.59,Low,348.19,Rejected,Medium,Minimal,Decentralized
LOAN-0975,Renewable Energy,328.65,2.85,559,85.16,75,Yes,68.69,8.93,14,1.99,High,80.53,Rejected,Medium,Severe,Centralized
LOAN-0976,Agriculture,291.85,0.2,335,89.9,11,No,23.21,-1.77,34,17.51,Medium,458.82,Rejected,Low,Moderate,Centralized
LOAN-0977,Technology,426.27,2.22,830,176.35,70,No,22.22,18.12,23,9.4,High,414.15,Rejected,Medium,Severe,Community-driven
LOAN-0978,Renewable Energy,162.12,1.36,544,166.35,60,No,32.74,2.29,33,19.67,Medium,267.31,Rejected,Low,Moderate,Centralized
LOAN-0979,Construction,466.58,0.82,410,152.32,87,Yes,65.39,-0.65,7,43.04,Low,473.94,Approved,Low,Minimal,Community-driven
LOAN-0980,Construction,362.95,1.19,324,170.12,66,Yes,90.13,21.32,17,28.17,Medium,31.94,Rejected,Medium,Moderate,Centralized
LOAN-0981,Healthcare,462.12,1.73,798,135.99,38,Yes,31.62,16.98,11,39.37,Low,384.38,Rejected,Low,Severe,Decentralized
LOAN-0982,Renewable Energy,434.04,0.98,416,43.49,52,Yes,51.45,6.5,21,6.67,Low,180.25,Rejected,Medium,Minimal,Centralized
LOAN-0983,Agriculture,98.49,2.17,310,62.63,30,Yes,22.21,0.23,36,8.47,Low,335.14,Rejected,Low,Severe,Centralized
LOAN-0984,Technology,343.88,1.47,491,101.66,12,Yes,70.56,16.27,12,25.7,High,240.35,Rejected,Low,Severe,Decentralized
LOAN-0985,Healthcare,49.24,2.79,729,11.7,90,Yes,45.9,12.5,18,15.02,Medium,194.06,Rejected,High,Moderate,Community-driven
LOAN-0986,Construction,316.79,0.96,677,199.07,90,No,34.07,1.47,20,27.6,Medium,56.65,Rejected,Low,Moderate,Centralized
LOAN-0987,Healthcare,220.81,1.34,545,60.48,24,No,15.99,18.17,29,2.41,Low,328.61,Rejected,Low,Severe,Community-driven
LOAN-0988,Agriculture,390.07,1.74,669,28.44,69,No,56.79,3.8,12,15.75,High,403.63,Approved,Low,Severe,Community-driven
LOAN-0989,Renewable Energy,304.28,0.8,569,110.29,48,Yes,87.43,6.42,12,35.7,High,438.0,Rejected,Low,Severe,Centralized
LOAN-0990,Agriculture,257.08,1.05,676,106.14,77,Yes,77.18,10.44,9,21.56,High,218.24,Rejected,High,Severe,Centralized
LOAN-0991,Agriculture,251.0,2.3,325,178.88,4,No,70.24,-1.0,8,38.63,Medium,237.59,Rejected,Low,Moderate,Decentralized
LOAN-0992,Renewable Energy,475.91,2.0,759,24.32,64,Yes,19.7,2.43,30,47.7,Low,422.43,Rejected,Low,Severe,Decentralized
LOAN-0993,Healthcare,95.85,2.12,739,94.28,89,No,56.92,-2.92,17,16.5,Medium,453.24,Rejected,Low,Moderate,Decentralized
LOAN-0994,Healthcare,57.7,1.15,819,168.08,9,Yes,97.44,6.46,27,47.96,High,292.44,Rejected,Low,Severe,Centralized
LOAN-0995,Construction,156.88,0.71,756,120.07,24,No,36.32,21.25,9,42.52,High,51.7,Rejected,Low,Severe,Community-driven
LOAN-0996,Renewable Energy,89.88,2.57,492,88.98,7,No,92.61,18.51,9,31.56,High,359.02,Rejected,Low,Severe,Decentralized
LOAN-0997,Healthcare,259.18,2.35,458,184.32,18,Yes,71.56,14.86,7,29.74,Low,331.64,Rejected,Low,Severe,Community-driven
LOAN-0998,Agriculture,51.79,1.18,579,4.03,50,Yes,6.93,9.11,13,22.49,Low,372.29,Approved,Low,Severe,Community-driven
LOAN-0999,Technology,469.0,1.91,422,132.78,8,Yes,9.29,15.48,10,13.46,Medium,244.4,Rejected,Low,Moderate,Centralized
LOAN-1000,Agriculture,491.53,2.12,703,47.95,42,Yes,73.41,13.54,33,8.87,Medium,99.9,Rejected,Low,Moderate,Centralized
